30.1,34.8,25,1011,59,0,2.3,7.2,10.7,08-2016,
28.9,34.6,25,1010.5,66,0,2.6,8.7,14.4,08-2016,
29.9,35.4,25.2,1008.5,62,0,2.6,7.6,10.7,08-2016,
30,35.2,25.2,1010.1,65,-,1.8,7.8,14.4,08-2016,
31.3,35.4,26.1,1008,55,0,1.9,9.4,14.4,08-2016,
29.9,32.4,25.8,1011.2,66,0,1.6,7.2,10.7,08-2016,
33.1,39.4,24.8,1007.5,50,0,1.6,7.2,14.4,08-2016,
-,-,-,-,-,-,-,-,-,08-2016,
26.8,27.8,25.8,1009.8,80,0,1,5.4,10.7,08-2016,
24.2,27.8,22.6,1012.5,91,59.94,1,3.5,3.5,08-2016,
25.7,29,23.2,1013.1,83,17.53,1.3,4.4,7.2,08-2016,
25.4,32.4,22.6,1013.8,82,22.1,1.8,7.2,14.4,08-2016,
28.4,33.6,23.6,1010.5,67,0,1.9,7.8,10.7,08-2016,
27,31.8,23,1012.9,71,0,2.3,7.2,10.7,08-2016,
28.3,33.4,25,1007.6,70,-,1.6,6.7,14.4,08-2016,
24.9,35.6,21.6,1010.1,85,23.62,1.3,5.9,18,08-2016,
24.6,32,21.6,1013.5,82,2.54,1.4,5,7.2,08-2016,
27.4,36.2,21,1015,64,0,2.4,6.7,14.4,08-2016,
27,35.4,21,1014.9,62,0,2.1,5,10.7,08-2016,
27.9,35.2,22,1012.3,63,0,1.6,6.3,10.7,08-2016,
27.6,36,21.6,1013.1,60,0,1.8,6.7,14.4,08-2016,
27.4,32.4,23.6,1011.7,70,0,1.8,5.9,10.7,08-2016,
27.8,34.6,23,1012.1,66,0,1.9,6.3,10.7,08-2016,
26.4,35.8,23,1011.9,76,7.37,1.9,4.1,7.2,08-2016,
26.2,32.2,24,1012.2,79,17.02,1.6,4.6,10.7,08-2016,
26.5,32.2,22.8,1012.1,74,0.76,2.3,5.4,7.2,08-2016,
29.2,35.8,23.4,1006,63,0,1.6,7.6,10.7,06-2013,
29.4,35.8,22.8,1010.4,54,0,4.3,9.6,18,06-2013,
29.8,36.8,23.6,1008.8,55,0,3.1,9.1,18,06-2013,
29.5,37.4,23.4,1008.6,64,0,1.9,10.4,21.7,06-2013,
28.8,38.4,22.8,1007.7,52,0,1.8,4.3,7.2,06-2013,
29.8,38.7,22.8,1006.7,52,0,2.7,8.1,14.4,06-2013,
30.3,37.1,22.8,1008.8,51,0,2.7,9.8,18,06-2013,
25.4,31.6,22.4,1011.2,67,0,2.3,8,18,06-2013,
26.9,32,22,1008.4,67,0.25,2.3,10.2,21.7,06-2013,
27.7,37.8,20,1011,60,0,3.2,11.3,21.7,06-2013,
25.7,34.8,18.8,1012.6,73,80.26,1.4,9.4,21.7,06-2013,
26.3,31.6,23,1012.7,76,0,1.3,8.5,18,06-2013,
25.7,28.6,22.6,1013.5,75,0,1.1,5.9,10.7,06-2013,
26.4,32.4,24,1010.7,78,4.32,1.6,9.3,21.7,06-2013,
27.7,34.2,23,1009.9,69,0.51,1.6,7.6,14.4,06-2013,
28.1,30.8,24.4,1010.6,69,0,1.1,6.5,10.7,06-2013,
30.4,34.6,24.4,1010.6,59,0,1.3,7.8,18,06-2013,
29.1,35.4,23.8,1010.4,58,0,2.1,12.6,25.2,06-2013,
28.4,36,24,1010.1,65,0,1.8,9.3,21.7,06-2013,
28.2,33.6,23.4,1012.8,59,0,3.1,14.8,21.7,06-2013,
28.6,35.4,23.4,1011.5,59,0,2.7,12.2,21.7,06-2013,
27.5,34.2,23,1012.5,61,0,3.1,10.7,18,06-2013,
29.2,33,24.6,1009.9,58,0,1.9,15.7,21.7,06-2013,
30.2,34.6,24.6,1010.2,55,0,1.6,10.2,21.7,06-2013,
28.8,36.2,24.6,1010.9,59,0,1.3,9.8,18,06-2013,
30.4,36.8,25,1009.6,57,0,1.9,8.5,14.4,06-2013,
29.7,36,24.2,1010.8,59,0,1.9,10.4,21.7,06-2013,
29.5,37.2,24.8,1011.4,59,0,2.1,9.3,18,06-2013,
31.9,38.6,25.4,1009.2,43,0,2.9,6.3,10.7,06-2013,
32.6,38.4,26,1008.7,40,0,3.5,8.3,18,06-2013,
14.8,18.6,13.4,1015.9,86,0,0.6,3.5,3.5,12-2015,
15.2,19,13,1017.2,83,0,1,4.1,7.2,12-2015,
15.1,21.6,10.6,1025,64,0,1.6,4.1,7.2,12-2015,
14.1,22,8,1027.1,65,0,2.4,6.1,14.4,12-2015,
14.2,20,8,1026,66,0,2.4,7.2,10.7,12-2015,
16.1,20.2,9.4,1027.5,77,0,1.3,3.5,3.5,12-2015,
16.7,20.6,13.4,1026.3,77,0,1.1,4.1,7.2,12-2015,
